timestamp_utc,tick,phase,drone_1_x,drone_1_y,drone_1_z,drone_1_target_x,drone_1_target_y,drone_1_visited_points,drone_2_x,drone_2_y,drone_2_z,drone_2_target_x,drone_2_target_y,drone_2_visited_points,drone_3_x,drone_3_y,drone_3_z,drone_3_target_x,drone_3_target_y,drone_3_visited_points,minimum_3d_separation_m,safety_status
2026-07-22T00:42:29.761218+00:00,216,randomized_autonomous_surveillance,-32.191,-22.595,12.157,-54.0,-2.0,11,13.08,-0.163,17.003,18.0,6.0,5,38.395,-3.51,19.642,58.0,-34.0,11,25.67,SAFE
2026-07-22T00:42:31.510385+00:00,217,randomized_autonomous_surveillance,-33.027,-21.805,12.121,-54.0,-2.0,11,13.673,0.58,17.008,18.0,6.0,5,39.098,-4.604,19.664,58.0,-34.0,11,26.08,SAFE
2026-07-22T00:42:33.097596+00:00,218,randomized_autonomous_surveillance,-33.862,-21.016,12.085,-54.0,-2.0,11,14.266,1.322,17.014,18.0,6.0,5,39.801,-5.697,19.686,58.0,-34.0,11,26.62,SAFE
2026-07-22T00:42:34.717600+00:00,219,randomized_autonomous_surveillance,-34.698,-20.227,12.049,-54.0,-2.0,11,14.858,2.065,17.019,18.0,6.0,5,40.504,-6.79,19.708,58.0,-34.0,11,27.26,SAFE
2026-07-22T00:42:36.276848+00:00,220,randomized_autonomous_surveillance,-35.534,-19.438,12.012,-54.0,-2.0,11,15.451,2.807,17.025,18.0,6.0,5,41.207,-7.884,19.731,58.0,-34.0,11,28.02,SAFE
2026-07-22T00:42:37.692861+00:00,221,randomized_autonomous_surveillance,-36.37,-18.649,11.976,-54.0,-2.0,11,16.044,3.549,17.03,18.0,6.0,5,41.91,-8.977,19.753,58.0,-34.0,11,28.87,SAFE
2026-07-22T00:42:39.421692+00:00,222,randomized_autonomous_surveillance,-37.205,-17.86,11.94,-54.0,-2.0,11,16.636,4.292,17.035,18.0,6.0,5,42.613,-10.07,19.775,58.0,-34.0,11,29.81,SAFE
2026-07-22T00:42:40.984910+00:00,223,randomized_autonomous_surveillance,-38.041,-17.07,11.904,-54.0,-2.0,11,17.229,5.034,17.041,2.0,8.0,6,43.316,-11.164,19.797,58.0,-34.0,11,30.83,SAFE
2026-07-22T00:42:42.827269+00:00,224,randomized_autonomous_surveillance,-38.877,-16.281,11.867,-54.0,-2.0,11,16.297,5.216,17.011,2.0,8.0,6,44.019,-12.257,19.82,58.0,-34.0,11,32.89,SAFE
2026-07-22T00:42:47.449602+00:00,225,randomized_autonomous_surveillance,-39.712,-15.492,11.831,-54.0,-2.0,11,15.365,5.397,16.981,2.0,8.0,6,44.722,-13.35,19.842,58.0,-34.0,11,34.95,SAFE
2026-07-22T00:42:49.080278+00:00,226,randomized_autonomous_surveillance,-40.548,-14.703,11.795,-54.0,-2.0,11,14.433,5.579,16.951,2.0,8.0,6,45.425,-14.443,19.864,58.0,-34.0,11,37.01,SAFE
2026-07-22T00:42:53.522680+00:00,227,randomized_autonomous_surveillance,-41.384,-13.914,11.758,-54.0,-2.0,11,13.501,5.76,16.921,2.0,8.0,6,46.128,-15.537,19.886,58.0,-34.0,11,39.08,SAFE
2026-07-22T00:42:55.126543+00:00,228,randomized_autonomous_surveillance,-42.219,-13.125,11.722,-54.0,-2.0,11,12.569,5.942,16.891,2.0,8.0,6,46.831,-16.63,19.909,58.0,-34.0,11,41.14,SAFE
2026-07-22T00:42:56.716262+00:00,229,randomized_autonomous_surveillance,-43.055,-12.335,11.686,-54.0,-2.0,11,11.637,6.123,16.861,2.0,8.0,6,47.534,-17.723,19.931,58.0,-34.0,11,43.21,SAFE
2026-07-22T00:42:58.293941+00:00,230,randomized_autonomous_surveillance,-43.891,-11.546,11.65,-54.0,-2.0,11,10.705,6.305,16.831,2.0,8.0,6,48.237,-18.817,19.953,58.0,-34.0,11,45.27,SAFE
2026-07-22T00:43:02.802480+00:00,231,randomized_autonomous_surveillance,-44.727,-10.757,11.613,-54.0,-2.0,11,9.773,6.486,16.801,2.0,8.0,6,48.94,-19.91,19.975,58.0,-34.0,11,47.34,SAFE
2026-07-22T00:43:04.282926+00:00,232,randomized_autonomous_surveillance,-45.562,-9.968,11.577,-54.0,-2.0,11,8.841,6.668,16.771,2.0,8.0,6,49.643,-21.003,19.998,58.0,-34.0,11,49.41,SAFE
2026-07-22T00:43:11.535572+00:00,233,randomized_autonomous_surveillance,-46.398,-9.179,11.541,-54.0,-2.0,11,7.909,6.849,16.74,2.0,8.0,6,50.346,-22.097,20.02,58.0,-34.0,11,51.47,SAFE
2026-07-22T00:43:13.313619+00:00,234,randomized_autonomous_surveillance,-47.234,-8.39,11.505,-54.0,-2.0,11,6.977,7.031,16.71,2.0,8.0,6,51.049,-23.19,20.042,58.0,-34.0,11,53.54,SAFE
2026-07-22T00:43:14.849998+00:00,235,randomized_autonomous_surveillance,-48.069,-7.6,11.468,-54.0,-2.0,11,6.045,7.212,16.68,2.0,8.0,6,51.752,-24.283,20.064,58.0,-34.0,11,55.61,SAFE
2026-07-22T00:43:19.244003+00:00,236,randomized_autonomous_surveillance,-48.905,-6.811,11.432,-54.0,-2.0,11,5.113,7.394,16.65,2.0,8.0,6,52.455,-25.376,20.087,58.0,-34.0,11,56.1,SAFE
2026-07-22T00:43:20.874269+00:00,237,randomized_autonomous_surveillance,-49.741,-6.022,11.396,-54.0,-2.0,11,4.181,7.575,16.62,2.0,8.0,6,53.158,-26.47,20.109,58.0,-34.0,11,55.85,SAFE
2026-07-22T00:43:22.589243+00:00,238,randomized_autonomous_surveillance,-50.576,-5.233,11.36,-54.0,-2.0,11,3.249,7.757,16.59,8.0,-20.0,7,53.861,-27.563,20.131,58.0,-34.0,11,55.62,SAFE
2026-07-22T00:43:24.331319+00:00,239,randomized_autonomous_surveillance,-51.412,-4.444,11.323,-54.0,-2.0,11,3.409,6.822,16.543,8.0,-20.0,7,54.564,-28.656,20.153,58.0,-34.0,11,56.21,SAFE
2026-07-22T00:43:28.781656+00:00,240,randomized_autonomous_surveillance,-52.248,-3.655,11.287,-54.0,-2.0,11,3.569,5.886,16.496,8.0,-20.0,7,55.267,-29.75,20.176,58.0,-34.0,11,56.87,SAFE
2026-07-22T00:43:30.437601+00:00,241,randomized_autonomous_surveillance,-53.084,-2.865,11.251,-42.0,-24.0,12,3.729,4.951,16.449,8.0,-20.0,7,55.97,-30.843,20.198,58.0,-34.0,11,57.58,SAFE
2026-07-22T00:43:32.089641+00:00,242,randomized_autonomous_surveillance,-52.55,-3.884,11.273,-42.0,-24.0,12,3.889,4.016,16.402,8.0,-20.0,7,56.673,-31.936,20.22,58.0,-34.0,11,57.22,SAFE
2026-07-22T00:43:33.764074+00:00,243,randomized_autonomous_surveillance,-52.016,-4.902,11.295,-42.0,-24.0,12,4.049,3.081,16.355,8.0,-20.0,7,57.376,-33.03,20.242,54.0,-10.0,12,56.86,SAFE
2026-07-22T00:43:35.217231+00:00,244,randomized_autonomous_surveillance,-51.482,-5.92,11.317,-42.0,-24.0,12,4.209,2.145,16.308,8.0,-20.0,7,57.188,-31.744,20.294,54.0,-10.0,12,56.49,SAFE
2026-07-22T00:43:36.893323+00:00,245,randomized_autonomous_surveillance,-50.948,-6.938,11.339,-42.0,-24.0,12,4.369,1.21,16.26,8.0,-20.0,7,56.999,-30.459,20.346,54.0,-10.0,12,56.13,SAFE
2026-07-22T00:43:38.429592+00:00,246,randomized_autonomous_surveillance,-50.414,-7.957,11.362,-42.0,-24.0,12,4.529,0.275,16.213,8.0,-20.0,7,56.811,-29.174,20.398,54.0,-10.0,12,55.77,SAFE
2026-07-22T00:43:42.846585+00:00,247,randomized_autonomous_surveillance,-49.88,-8.975,11.384,-42.0,-24.0,12,4.69,-0.66,16.166,8.0,-20.0,7,56.622,-27.889,20.45,54.0,-10.0,12,55.41,SAFE
2026-07-22T00:43:44.378187+00:00,248,randomized_autonomous_surveillance,-49.346,-9.993,11.406,-42.0,-24.0,12,4.85,-1.595,16.119,8.0,-20.0,7,56.434,-26.603,20.503,54.0,-10.0,12,55.04,SAFE
2026-07-22T00:43:46.069338+00:00,249,randomized_autonomous_surveillance,-48.812,-11.011,11.428,-42.0,-24.0,12,5.01,-2.531,16.072,8.0,-20.0,7,56.246,-25.318,20.555,54.0,-10.0,12,54.68,SAFE
2026-07-22T00:43:47.746836+00:00,250,randomized_autonomous_surveillance,-48.278,-12.03,11.45,-42.0,-24.0,12,5.17,-3.466,16.025,8.0,-20.0,7,56.057,-24.033,20.607,54.0,-10.0,12,54.32,SAFE
2026-07-22T00:43:49.171572+00:00,251,randomized_autonomous_surveillance,-47.744,-13.048,11.473,-42.0,-24.0,12,5.33,-4.401,15.978,8.0,-20.0,7,55.869,-22.748,20.659,54.0,-10.0,12,53.96,SAFE
2026-07-22T00:43:50.800855+00:00,252,randomized_autonomous_surveillance,-47.21,-14.066,11.495,-42.0,-24.0,12,5.49,-5.336,15.931,8.0,-20.0,7,55.68,-21.463,20.711,54.0,-10.0,12,52.93,SAFE
2026-07-22T00:43:55.120995+00:00,253,randomized_autonomous_surveillance,-46.676,-15.085,11.517,-42.0,-24.0,12,5.65,-6.272,15.884,8.0,-20.0,7,55.492,-20.177,20.763,54.0,-10.0,12,51.97,SAFE
2026-07-22T00:43:59.408027+00:00,254,randomized_autonomous_surveillance,-46.142,-16.103,11.539,-42.0,-24.0,12,5.81,-7.207,15.836,8.0,-20.0,7,55.304,-18.892,20.815,54.0,-10.0,12,51.1,SAFE
2026-07-22T00:44:03.739147+00:00,255,randomized_autonomous_surveillance,-45.608,-17.121,11.561,-42.0,-24.0,12,5.97,-8.142,15.789,8.0,-20.0,7,55.115,-17.607,20.867,54.0,-10.0,12,50.3,SAFE
2026-07-22T00:44:08.171986+00:00,256,randomized_autonomous_surveillance,-45.074,-18.139,11.583,-42.0,-24.0,12,6.13,-9.077,15.742,8.0,-20.0,7,54.927,-16.322,20.919,54.0,-10.0,12,49.6,SAFE
2026-07-22T00:44:09.826688+00:00,257,randomized_autonomous_surveillance,-44.54,-19.158,11.606,-42.0,-24.0,12,6.29,-10.013,15.695,8.0,-20.0,7,54.738,-15.036,20.971,54.0,-10.0,12,48.99,SAFE
2026-07-22T00:44:14.273598+00:00,258,randomized_autonomous_surveillance,-44.006,-20.176,11.628,-42.0,-24.0,12,6.451,-10.948,15.648,8.0,-20.0,7,54.55,-13.751,21.023,54.0,-10.0,12,48.48,SAFE
2026-07-22T00:44:16.033589+00:00,259,randomized_autonomous_surveillance,-43.472,-21.194,11.65,-42.0,-24.0,12,6.611,-11.883,15.601,8.0,-20.0,7,54.362,-12.466,21.075,54.0,-10.0,12,48.07,SAFE
2026-07-22T00:44:17.743430+00:00,260,randomized_autonomous_surveillance,-42.938,-22.212,11.672,-42.0,-24.0,12,6.771,-12.818,15.554,8.0,-20.0,7,54.173,-11.181,21.127,34.0,-6.0,13,47.76,SAFE
