timestamp_utc,loop,segment,step,phase,drone_1_x,drone_1_y,drone_1_z,drone_1_zone,drone_2_x,drone_2_y,drone_2_z,drone_2_zone,drone_3_x,drone_3_y,drone_3_z,drone_3_zone,minimum_3d_separation_m
2026-07-21T23:11:32.940664+00:00,1,6,10,surveillance_sweep,-29.176,-32.647,12.0,LEFT_FLANK_SURVEILLANCE,5.765,-31.412,16.0,CENTER_ROAD_SURVEILLANCE,41.529,-31.412,20.0,RIGHT_OVERWATCH_SURVEILLANCE,35.19
2026-07-21T23:11:34.711892+00:00,1,6,11,surveillance_sweep,-29.294,-33.412,12.0,LEFT_FLANK_SURVEILLANCE,4.941,-32.353,16.0,CENTER_ROAD_SURVEILLANCE,39.882,-32.353,20.0,RIGHT_OVERWATCH_SURVEILLANCE,34.48
2026-07-21T23:11:36.470505+00:00,1,6,12,surveillance_sweep,-29.412,-34.176,12.0,LEFT_FLANK_SURVEILLANCE,4.118,-33.294,16.0,CENTER_ROAD_SURVEILLANCE,38.235,-33.294,20.0,RIGHT_OVERWATCH_SURVEILLANCE,33.78
2026-07-21T23:11:38.129612+00:00,1,6,13,surveillance_sweep,-29.529,-34.941,12.0,LEFT_FLANK_SURVEILLANCE,3.294,-34.235,16.0,CENTER_ROAD_SURVEILLANCE,36.588,-34.235,20.0,RIGHT_OVERWATCH_SURVEILLANCE,33.07
2026-07-21T23:11:39.878180+00:00,1,6,14,surveillance_sweep,-29.647,-35.706,12.0,LEFT_FLANK_SURVEILLANCE,2.471,-35.176,16.0,CENTER_ROAD_SURVEILLANCE,34.941,-35.176,20.0,RIGHT_OVERWATCH_SURVEILLANCE,32.37
2026-07-21T23:11:41.641600+00:00,1,6,15,surveillance_sweep,-29.765,-36.471,12.0,LEFT_FLANK_SURVEILLANCE,1.647,-36.118,16.0,CENTER_ROAD_SURVEILLANCE,33.294,-36.118,20.0,RIGHT_OVERWATCH_SURVEILLANCE,31.67
2026-07-21T23:11:43.447342+00:00,1,6,16,surveillance_sweep,-29.882,-37.235,12.0,LEFT_FLANK_SURVEILLANCE,0.824,-37.059,16.0,CENTER_ROAD_SURVEILLANCE,31.647,-37.059,20.0,RIGHT_OVERWATCH_SURVEILLANCE,30.97
2026-07-21T23:11:47.985626+00:00,1,6,17,surveillance_sweep,-30.0,-38.0,12.0,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,16.0,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,20.0,RIGHT_OVERWATCH_SURVEILLANCE,30.27
2026-07-21T23:11:49.617312+00:00,1,7,0,landing,-30.0,-38.0,12.0,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,16.0,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,20.0,RIGHT_OVERWATCH_SURVEILLANCE,30.27
2026-07-21T23:11:51.457540+00:00,1,7,1,landing,-30.0,-38.0,11.353,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,15.118,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,18.882,RIGHT_OVERWATCH_SURVEILLANCE,30.24
2026-07-21T23:11:53.136554+00:00,1,7,2,landing,-30.0,-38.0,10.706,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,14.235,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,17.765,RIGHT_OVERWATCH_SURVEILLANCE,30.21
2026-07-21T23:11:54.868888+00:00,1,7,3,landing,-30.0,-38.0,10.059,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,13.353,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,16.647,RIGHT_OVERWATCH_SURVEILLANCE,30.18
2026-07-21T23:11:56.854492+00:00,1,7,4,landing,-30.0,-38.0,9.412,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,12.471,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,15.529,RIGHT_OVERWATCH_SURVEILLANCE,30.16
2026-07-21T23:12:01.296649+00:00,1,7,5,landing,-30.0,-38.0,8.765,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,11.588,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,14.412,RIGHT_OVERWATCH_SURVEILLANCE,30.13
2026-07-21T23:12:05.872162+00:00,1,7,6,landing,-30.0,-38.0,8.118,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,10.706,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,13.294,RIGHT_OVERWATCH_SURVEILLANCE,30.11
2026-07-21T23:12:07.612062+00:00,1,7,7,landing,-30.0,-38.0,7.471,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,9.824,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,12.176,RIGHT_OVERWATCH_SURVEILLANCE,30.09
2026-07-21T23:12:09.325598+00:00,1,7,8,landing,-30.0,-38.0,6.824,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,8.941,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,11.059,RIGHT_OVERWATCH_SURVEILLANCE,30.07
2026-07-21T23:12:11.054587+00:00,1,7,9,landing,-30.0,-38.0,6.176,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,8.059,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,9.941,RIGHT_OVERWATCH_SURVEILLANCE,30.06
2026-07-21T23:12:15.584157+00:00,1,7,10,landing,-30.0,-38.0,5.529,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,7.176,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,8.824,RIGHT_OVERWATCH_SURVEILLANCE,30.05
2026-07-21T23:12:17.311127+00:00,1,7,11,landing,-30.0,-38.0,4.882,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,6.294,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,7.706,RIGHT_OVERWATCH_SURVEILLANCE,30.03
2026-07-21T23:12:19.065421+00:00,1,7,12,landing,-30.0,-38.0,4.235,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,5.412,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,6.588,RIGHT_OVERWATCH_SURVEILLANCE,30.02
2026-07-21T23:12:20.697617+00:00,1,7,13,landing,-30.0,-38.0,3.588,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,4.529,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,5.471,RIGHT_OVERWATCH_SURVEILLANCE,30.01
2026-07-21T23:12:22.401630+00:00,1,7,14,landing,-30.0,-38.0,2.941,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,3.647,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,4.353,RIGHT_OVERWATCH_SURVEILLANCE,30.01
2026-07-21T23:12:24.064440+00:00,1,7,15,landing,-30.0,-38.0,2.294,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,2.765,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,3.235,RIGHT_OVERWATCH_SURVEILLANCE,30.0
2026-07-21T23:12:25.753676+00:00,1,7,16,landing,-30.0,-38.0,1.647,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,1.882,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,2.118,RIGHT_OVERWATCH_SURVEILLANCE,30.0
2026-07-21T23:12:27.437029+00:00,1,7,17,landing,-30.0,-38.0,1.0,LEFT_FLANK_SURVEILLANCE,0.0,-38.0,1.0,CENTER_ROAD_SURVEILLANCE,30.0,-38.0,1.0,RIGHT_OVERWATCH_SURVEILLANCE,30.0
